,cust,rct_no,ma_fem_dv,ages,zon_hlv
2523,M487524610,428,여성,40대,Z10
2524,M906632032,428,여성,50대,Z13
2525,M846027992,428,여성,40대,Z11
2526,M818218709,428,여성,60대,Z17
2527,M421383029,428,여성,50대,Z10
2528,M374610277,428,여성,30대,Z15
2529,M889837254,428,여성,50대,Z13
2530,M006103201,428,여성,50대,Z13
2531,M357961611,428,남성,40대,Z08
2532,M221071469,428,여성,40대,Z04
2533,M476648468,428,여성,30대,Z17
2534,M037702262,428,여성,50대,Z10
2535,M504538931,427,여성,40대,Z10
2536,M653817447,427,여성,50대,Z03
2537,M054579732,427,남성,50대,Z17
2538,M810570492,427,남성,60대,Z17
2539,M533948145,427,여성,40대,Z10
2540,M289635580,427,여성,40대,Z10
2541,M919144587,427,여성,40대,Z11
2542,M260297671,427,여성,60대,Z10
2543,M876509271,427,남성,60대,Z17
2544,M615601886,427,여성,40대,Z10
2545,M609251336,427,여성,30대,Z10
2546,M809419623,426,여성,40대,Z10
2547,M410398222,426,남성,40대,Z17
2548,M079727103,426,여성,40대,Z17
2549,M041949467,426,남성,40대,Z05
2550,M129933602,426,여성,40대,Z10
2551,M577921136,426,남성,30대,Z17
2552,M287257582,426,여성,50대,Z10
2553,M108581605,426,남성,30대,Z05
2554,M455204588,426,남성,40대,Z17
2555,M138148855,425,여성,40대,Z11
2556,M687139847,425,여성,30대,Z10
2557,M688538929,425,여성,50대,Z17
2558,M465562435,425,여성,50대,Z04
2559,M344035588,425,남성,30대,Z08
2560,M736636926,425,여성,40대,Z17
2561,M527787287,425,여성,40대,Z04
2562,M288816121,425,여성,40대,Z10
2563,M834578062,425,여성,30대,Z09
2564,M577883499,425,여성,40대,Z10
2565,M457877506,425,여성,60대,Z10
2566,M382489603,425,여성,50대,Z17
2567,M280326221,425,여성,50대,Z10
2568,M779617657,424,여성,50대,Z10
2569,M973746914,424,여성,30대,Z16
2570,M349186491,424,여성,40대,Z16
2571,M920682977,424,여성,40대,Z07
2572,M540775338,424,남성,30대,Z17
2573,M362130831,424,여성,40대,Z17
2574,M027605185,424,여성,30대,Z04
2575,M629917352,424,남성,40대,Z16
2576,M832975667,423,남성,50대,Z17
2577,M085940929,423,여성,30대,Z12
2578,M313741703,423,남성,40대,Z17
2579,M011283774,423,여성,30대,Z10
2580,M125639258,423,여성,60대,Z09
2581,M266599604,423,여성,30대,Z12
2582,M455451535,423,남성,50대,Z10
2583,M686363145,423,여성,50대,Z17
2584,M260048830,423,남성,40대,Z17
2585,M668752889,423,여성,40대,Z13
2586,M220164684,422,여성,40대,Z06
2587,M664533841,422,여성,50대,Z17
2588,M360400853,422,남성,40대,Z12
2589,M441846665,422,여성,30대,Z17
2590,M325250694,422,여성,40대,Z11
2591,M381092756,422,여성,60대,Z06
2592,M606736812,422,여성,40대,Z10
2593,M125056300,422,여성,60대,Z04
2594,M814118770,422,여성,50대,Z17
2595,M838786854,422,여성,50대,Z04
2596,M304966250,421,여성,40대,Z10
2597,M724735320,421,여성,50대,Z16
2598,M527421604,421,여성,40대,Z16
2599,M998216496,421,여성,40대,Z14
2600,M470823811,421,여성,50대,Z10
2601,M746205876,421,여성,50대,Z17
2602,M211668512,421,남성,40대,Z10
2603,M416126040,421,남성,40대,Z04
2604,M205630808,421,남성,50대,Z11
2605,M038385757,421,여성,30대,Z10
2606,M083482529,421,여성,40대,Z10
2607,M464839749,421,여성,30대,Z14
2608,M039320884,421,여성,40대,Z06
2609,M710445360,420,여성,30대,Z17
2610,M090920221,420,남성,40대,Z10
2611,M342537676,420,여성,50대,Z05
2612,M581288565,420,여성,60대,Z17
2613,M929422819,420,여성,40대,Z06
2614,M916671482,420,여성,40대,Z17
2615,M845111187,420,여성,20대,Z10
2616,M046990525,420,여성,30대,Z06
2617,M734659665,420,여성,40대,Z11
2618,M286596093,420,여성,40대,Z15
2619,M826676876,420,여성,40대,Z13
2620,M839251446,420,남성,30대,Z17
2621,M451890953,420,여성,40대,Z01
2622,M192925586,419,여성,40대,Z04
2623,M433567131,419,남성,40대,Z09
2624,M287856289,419,여성,40대,Z04
2625,M385852361,419,여성,30대,Z10
2626,M034298304,419,여성,40대,Z17
2627,M480186343,419,여성,50대,Z17
2628,M741690450,419,여성,30대,Z04
2629,M377967939,419,여성,40대,Z10
2630,M376378345,419,여성,30대,Z06
2631,M851781338,419,남성,40대,Z17
2632,M402068325,419,여성,40대,Z13
2633,M370476983,419,여성,20대,Z17
2634,M434433342,419,남성,40대,Z04
2635,M816965877,418,남성,40대,Z17
2636,M836922080,418,여성,50대,Z01
2637,M883899235,418,남성,50대,Z17
2638,M185963634,418,여성,30대,Z17
2639,M342024716,418,여성,50대,Z10
2640,M704926481,418,여성,30대,Z10
2641,M825841010,418,여성,40대,Z10
2642,M400515443,418,남성,40대,Z11
2643,M781827879,418,남성,40대,Z10
2644,M405518316,418,여성,30대,Z16
2645,M247047984,418,여성,40대,Z16
2646,M978712220,418,여성,40대,Z10
2647,M724920102,418,남성,60대,Z17
2648,M423009939,418,남성,70대,Z04
2649,M243562491,418,남성,50대,Z03
2650,M257279403,417,남성,30대,Z10
2651,M580788708,417,여성,40대,Z17
2652,M276294420,417,남성,30대,Z13
2653,M104814630,417,여성,30대,Z04
2654,M372061227,417,여성,30대,Z04
2655,M891655255,417,여성,30대,Z10
2656,M780170138,417,여성,30대,Z10
2657,M455386467,417,여성,30대,Z17
2658,M810364054,417,여성,70대,Z17
2659,M780004707,417,남성,50대,Z17
2660,M786468150,417,여성,30대,Z02
2661,M797623724,416,남성,40대,Z10
2662,M483815433,416,여성,40대,Z10
2663,M751205616,416,여성,30대,Z11
2664,M174352054,416,여성,40대,Z10
2665,M398128162,416,남성,30대,Z17
2666,M903812337,416,남성,40대,Z11
2667,M087434208,416,여성,30대,Z10
2668,M920270819,416,여성,50대,Z17
2669,M430112881,415,여성,50대,Z17
2670,M977376115,415,여성,30대,Z12
2671,M159244055,415,여성,40대,Z12
2672,M412288994,415,남성,60대,Z17
2673,M560240871,415,여성,40대,Z17
2674,M842563187,415,여성,30대,Z10
2675,M161654425,415,여성,40대,Z17
2676,M370423997,415,여성,50대,Z17
2677,M686113999,415,여성,40대,Z16
2678,M559467910,415,여성,30대,Z08
2679,M218714824,415,여성,50대,Z10
2680,M716741379,415,남성,30대,Z11
2681,M787592426,414,여성,40대,Z17
2682,M966247621,414,여성,30대,Z10
2683,M945215521,414,여성,60대,Z17
2684,M181466344,414,남성,30대,Z17
2685,M077702613,414,여성,40대,Z10
2686,M261013209,414,남성,40대,Z13
2687,M837153306,414,남성,30대,Z16
2688,M856110679,413,여성,30대,Z17
2689,M101833098,413,여성,40대,Z11
2690,M290282382,413,여성,40대,Z05
2691,M518774445,413,여성,50대,Z17
2692,M821456054,413,남성,40대,Z17
2693,M076585576,413,여성,50대,Z10
2694,M315360471,413,남성,50대,Z17
2695,M915396680,413,남성,40대,Z17
2696,M689642070,413,여성,20대,Z17
2697,M026524043,413,남성,30대,Z17
2698,M498163341,413,여성,40대,Z17
2699,M638678994,413,여성,20대,Z13
2700,M675461091,413,여성,40대,Z11
2701,M070674314,412,여성,50대,Z10
2702,M905489572,412,여성,40대,Z10
2703,M701060144,412,여성,50대,Z10
2704,M679011501,412,여성,60대,Z10
2705,M543905753,412,남성,40대,Z10
2706,M844653610,412,남성,40대,Z10
2707,M628893914,412,여성,40대,Z06
2708,M287100850,412,남성,30대,Z03
2709,M241241052,412,여성,40대,Z10
2710,M878484991,412,여성,40대,Z04
2711,M486142677,412,여성,50대,Z17
2712,M359692392,411,남성,40대,Z16
2713,M988335512,411,남성,40대,Z10
2714,M031193983,411,여성,40대,Z08
2715,M084579404,411,여성,50대,Z04
2716,M872731189,411,남성,40대,Z06
2717,M341184313,411,여성,70대,Z17
2718,M872182722,411,남성,40대,Z10
2719,M368660549,411,여성,40대,Z16
2720,M683391283,411,여성,40대,Z10
2721,M055905901,411,여성,40대,Z16
2722,M652857427,411,여성,40대,Z17
2723,M238657360,411,여성,40대,Z17
2724,M842288325,411,남성,40대,Z17
2725,M916193696,411,남성,60대,Z17
2726,M796538381,410,여성,50대,Z17
2727,M672593064,410,여성,60대,Z10
2728,M220379209,410,남성,40대,Z10
2729,M612322967,410,여성,20대,Z17
2730,M478759688,410,여성,70대,Z10
2731,M452124012,410,여성,40대,Z10
2732,M080720090,410,여성,40대,Z17
2733,M056170539,410,여성,30대,Z16
2734,M980459351,410,여성,50대,Z06
2735,M010423314,410,여성,50대,Z04
2736,M015491572,410,남성,30대,Z10
2737,M333346836,410,남성,50대,Z06
2738,M994628557,410,여성,40대,Z17
2739,M686795542,410,여성,20대,Z16
2740,M617685597,410,여성,50대,Z04
2741,M950018257,410,여성,40대,Z10
2742,M043773338,409,남성,40대,Z10
2743,M506231389,409,여성,60대,Z17
2744,M669251026,409,여성,40대,Z10
2745,M180433125,409,여성,40대,Z10
2746,M885943495,409,여성,30대,Z12
2747,M931544096,409,여성,40대,Z10
2748,M140351135,409,여성,40대,Z17
2749,M664890502,409,남성,30대,Z17
2750,M746429928,409,여성,20대,Z10
2751,M129210847,409,여성,50대,Z10
2752,M226133736,408,여성,60대,Z04
2753,M722073316,408,남성,40대,Z17
2754,M196658241,408,여성,40대,Z05
2755,M835362893,408,여성,40대,Z01
2756,M130532065,408,여성,60대,Z17
2757,M101318952,408,여성,40대,Z17
2758,M352211529,408,남성,40대,Z16
2759,M990696626,408,남성,40대,Z10
2760,M496207063,408,여성,50대,Z10
2761,M132292384,408,여성,40대,Z13
2762,M376312414,408,여성,20대,Z17
2763,M175754655,408,남성,40대,Z17
2764,M984896349,407,남성,50대,Z10
2765,M630712163,407,여성,60대,Z10
2766,M418094183,407,남성,30대,Z08
2767,M263273132,407,남성,30대,Z09
2768,M726418538,407,남성,30대,Z10
2769,M028494831,407,남성,40대,Z17
2770,M509267591,407,여성,50대,Z16
2771,M324408612,407,남성,40대,Z14
2772,M268221879,407,여성,30대,Z17
2773,M553736639,407,여성,50대,Z10
2774,M739243824,407,여성,40대,Z16
2775,M804510925,407,남성,30대,Z16
2776,M496687988,407,여성,20대,Z05
2777,M687132884,406,여성,30대,Z11
2778,M611818020,406,여성,30대,Z06
2779,M122211550,406,여성,60대,Z17
2780,M123495970,406,여성,40대,Z14
2781,M434805300,406,여성,60대,Z01
2782,M460548127,406,여성,30대,Z11
2783,M638458251,406,남성,30대,Z10
2784,M517346970,406,여성,40대,Z16
2785,M832140011,406,여성,40대,Z17
2786,M515166258,406,여성,50대,Z10
2787,M310440830,406,남성,50대,Z17
2788,M394397360,406,여성,50대,Z17
2789,M660301726,406,여성,60대,Z14
2790,M594551007,406,남성,30대,Z03
2791,M349519056,405,여성,50대,Z14
2792,M696920228,405,여성,40대,Z15
2793,M041488263,405,여성,50대,Z10
2794,M384179859,405,여성,40대,Z09
2795,M094510882,405,여성,50대,Z17
2796,M275110662,405,여성,30대,Z10
2797,M425645634,405,남성,70대,Z04
2798,M787785401,405,남성,40대,Z11
2799,M633773944,405,남성,40대,Z17
2800,M052865440,405,여성,30대,Z15
2801,M048746311,405,남성,30대,Z10
2802,M921777656,405,여성,30대,Z17
2803,M803801610,405,여성,30대,Z05
2804,M616303006,404,여성,60대,Z10
2805,M663696430,404,여성,40대,Z15
2806,M770841765,404,여성,40대,Z04
2807,M443106155,404,여성,60대,Z10
2808,M842199770,404,남성,30대,Z17
2809,M705887168,404,남성,30대,Z17
2810,M160019888,404,남성,50대,Z16
2811,M141396724,404,여성,40대,Z04
2812,M879495989,404,남성,50대,Z10
2813,M317683714,404,남성,40대,Z17
2814,M733170278,404,여성,30대,Z10
2815,M820594969,404,남성,30대,Z07
2816,M984043972,403,남성,40대,Z10
2817,M222577368,403,여성,40대,Z10
2818,M737823653,403,남성,30대,Z17
2819,M507218581,403,여성,60대,Z17
2820,M992492150,403,여성,40대,Z01
2821,M434593657,403,남성,40대,Z17
2822,M851142445,403,여성,50대,Z17
2823,M265931795,403,여성,40대,Z10
2824,M296821100,403,여성,30대,Z12
2825,M159617283,403,여성,60대,Z17
2826,M088518930,403,여성,50대,Z15
2827,M990882420,403,여성,30대,Z17
2828,M517980951,403,여성,20대,Z04
2829,M500927388,403,남성,40대,Z17
2830,M700249212,403,여성,40대,Z10
2831,M291210939,403,여성,50대,Z17
2832,M758687246,402,여성,40대,Z10
2833,M095387582,402,여성,30대,Z17
2834,M650500528,402,남성,30대,Z03
2835,M915946147,402,여성,50대,Z11
2836,M806772560,402,여성,40대,Z06
2837,M304619376,402,여성,40대,Z17
2838,M315229993,402,남성,40대,Z16
2839,M362940255,402,여성,30대,Z17
2840,M015650164,402,여성,60대,Z10
2841,M473087985,402,여성,50대,Z10
2842,M855843347,402,여성,60대,Z10
2843,M489145123,402,여성,40대,Z16
2844,M043359884,402,여성,20대,Z10
2845,M104139172,402,여성,60대,Z10
2846,M538956000,402,여성,50대,Z17
2847,M986631831,402,여성,50대,Z10
2848,M099672964,402,남성,40대,Z06
2849,M039336482,402,여성,30대,Z17
2850,M499051680,402,여성,40대,Z16
2851,M804337607,402,여성,50대,Z04
2852,M595437604,402,여성,40대,Z16
2853,M432955034,402,여성,40대,Z17
2854,M938099713,402,여성,40대,Z17
2855,M607643503,401,여성,40대,Z17
2856,M457044425,401,여성,40대,Z17
2857,M770529808,401,여성,50대,Z17
2858,M356043122,401,남성,50대,Z09
2859,M767508658,401,여성,40대,Z10
2860,M957489079,401,여성,20대,Z10
2861,M230730960,401,여성,40대,Z10
2862,M795174245,401,여성,50대,Z15
2863,M035037103,401,남성,20대,Z04
2864,M527296047,401,여성,30대,Z10
2865,M812369012,401,여성,40대,Z17
2866,M615772630,401,여성,20대,Z16
2867,M494096228,401,여성,40대,Z06
2868,M129463722,401,여성,40대,Z17
2869,M249457467,400,여성,20대,Z04
2870,M381668735,400,여성,40대,Z10
2871,M359179458,400,여성,50대,Z16
2872,M520364492,400,남성,30대,Z05
2873,M889718092,400,남성,40대,Z17
2874,M648031421,400,남성,50대,Z06
2875,M194070551,400,남성,40대,Z06
2876,M526887409,400,여성,30대,Z17
2877,M495754168,400,남성,50대,Z10
2878,M124868458,400,여성,30대,Z10
2879,M412488691,400,남성,40대,Z17
2880,M176946024,400,여성,40대,Z14
2881,M453602589,400,여성,50대,Z17
2882,M377305708,400,여성,20대,Z14
2883,M564262797,399,남성,60대,Z17
2884,M723550774,399,여성,40대,Z17
2885,M342895475,399,여성,30대,Z16
2886,M001332751,399,여성,30대,Z06
2887,M941636014,399,남성,40대,Z17
2888,M626028376,399,여성,40대,Z04
2889,M685209658,399,여성,40대,Z13
2890,M206430213,399,여성,40대,Z10
2891,M754683790,399,남성,30대,Z09
2892,M120772588,399,남성,30대,Z11
2893,M817245169,399,남성,40대,Z16
2894,M374621317,399,여성,20대,Z10
2895,M129725885,399,여성,30대,Z17
2896,M212748743,399,여성,40대,Z17
2897,M583982269,399,여성,50대,Z15
2898,M769272501,398,남성,50대,Z17
2899,M453481478,398,남성,40대,Z15
2900,M716073127,398,여성,40대,Z11
2901,M423080646,398,여성,50대,Z04
2902,M957220965,398,여성,50대,Z17
2903,M222501555,398,여성,50대,Z17
2904,M201471225,398,여성,50대,Z04
2905,M138046456,398,남성,40대,Z17
2906,M002238144,398,여성,20대,Z16
2907,M312464167,398,여성,40대,Z17
2908,M331473499,398,여성,40대,Z10
2909,M553851952,397,여성,60대,Z11
2910,M821189114,397,남성,40대,Z10
2911,M582004046,397,여성,40대,Z17
2912,M000494848,397,여성,30대,Z10
2913,M053333840,397,여성,40대,Z17
2914,M397220613,397,여성,60대,Z10
2915,M514424109,397,여성,40대,Z17
2916,M948670204,397,여성,30대,Z17
2917,M540694513,397,여성,50대,Z16
2918,M130727554,397,남성,40대,Z03
2919,M555845525,397,여성,40대,Z11
2920,M710949207,396,여성,50대,Z10
2921,M565172749,396,여성,40대,Z11
2922,M645303185,396,여성,50대,Z10
2923,M308670147,396,여성,30대,Z16
2924,M141292566,396,여성,40대,Z10
2925,M972330744,396,남성,40대,Z16
2926,M676091604,396,남성,40대,Z17
2927,M648656979,396,여성,40대,Z11
2928,M269022554,396,남성,40대,Z04
2929,M335302260,396,여성,40대,Z05
2930,M838402635,396,남성,50대,Z13
2931,M832553296,395,여성,40대,Z17
2932,M945881742,395,남성,50대,Z13
2933,M434080672,395,남성,40대,Z17
2934,M908560406,395,여성,50대,Z06
2935,M557319676,395,여성,40대,Z11
2936,M124503444,395,남성,50대,Z16
2937,M493177856,395,여성,60대,Z17
2938,M932310210,395,여성,40대,Z12
2939,M890726099,395,남성,30대,Z17
2940,M456870430,395,여성,50대,Z15
2941,M823465441,394,여성,30대,Z10
2942,M516426584,394,여성,50대,Z11
2943,M237410297,394,남성,60대,Z09
2944,M076543111,394,남성,40대,Z16
2945,M441272163,394,여성,50대,Z17
2946,M914061972,394,여성,60대,Z17
2947,M142912521,394,여성,70대,Z01
2948,M328651609,394,여성,60대,Z17
2949,M585600990,394,여성,50대,Z17
2950,M167252917,394,여성,60대,Z17
2951,M898675009,394,여성,40대,Z04
2952,M269856854,394,남성,50대,Z10
2953,M983835948,394,여성,50대,Z01
2954,M946394773,394,여성,50대,Z17
2955,M624875647,394,남성,40대,Z06
2956,M262120746,393,여성,40대,Z17
2957,M244662082,393,여성,40대,Z11
2958,M195392478,393,여성,50대,Z05
2959,M974386172,393,여성,60대,Z10
2960,M476573983,393,남성,50대,Z17
2961,M350530801,393,여성,50대,Z04
2962,M689334266,393,여성,40대,Z12
2963,M817257916,393,여성,30대,Z17
2964,M007569854,393,여성,40대,Z09
2965,M888650773,393,남성,40대,Z10
2966,M088302927,393,여성,40대,Z10
2967,M823481554,393,여성,40대,Z06
2968,M599791810,393,여성,30대,Z09
2969,M564413417,392,남성,40대,Z04
2970,M968459692,392,남성,20대,Z06
2971,M109158107,392,남성,40대,Z10
2972,M627004922,392,여성,40대,Z06
2973,M839768575,392,여성,40대,Z10
2974,M465866706,392,여성,30대,Z17
2975,M567603779,392,여성,40대,Z11
2976,M616711307,392,여성,30대,Z11
2977,M279106012,392,여성,30대,Z11
2978,M072450416,392,여성,30대,Z17
2979,M325787623,392,여성,40대,Z04
2980,M809402686,392,여성,30대,Z17
2981,M086878075,392,여성,50대,Z17
2982,M827579548,392,여성,30대,Z17
2983,M164513353,392,여성,40대,Z17
2984,M982541914,391,남성,30대,Z17
2985,M704514209,391,여성,60대,Z15
2986,M683002391,391,남성,60대,Z17
2987,M384121563,391,여성,40대,Z10
2988,M533392376,391,여성,50대,Z16
2989,M513376935,391,여성,40대,Z10
2990,M899952883,391,여성,50대,Z17
2991,M514115705,391,남성,40대,Z13
2992,M368621241,391,여성,50대,Z17
2993,M280370801,391,여성,60대,Z10
2994,M078182213,391,여성,50대,Z04
2995,M641789038,391,여성,20대,Z07
2996,M050101003,391,여성,40대,Z10
2997,M646713915,391,여성,40대,Z14
2998,M859188817,391,여성,20대,Z03
2999,M198798957,391,여성,40대,Z10
3000,M781772715,391,여성,40대,Z17
3001,M245678465,390,남성,60대,Z11
3002,M493563262,390,여성,30대,Z10
3003,M829710879,390,여성,50대,Z04
3004,M182878486,390,여성,40대,Z09
3005,M568676614,390,여성,40대,Z17
3006,M172530920,390,남성,40대,Z01
3007,M027418727,390,남성,70대,Z10
3008,M243774571,390,여성,40대,Z10
3009,M971827153,390,여성,40대,Z06
3010,M244314267,390,남성,40대,Z17
3011,M370260069,390,여성,40대,Z17
3012,M330719099,390,남성,40대,Z10
3013,M601032319,390,여성,30대,Z14
3014,M601650206,390,여성,50대,Z17
3015,M731424851,390,여성,40대,Z10
3016,M479945492,389,남성,40대,Z17
3017,M714460532,389,여성,50대,Z17
3018,M858819336,389,남성,50대,Z10
3019,M556916622,389,여성,40대,Z10
3020,M243394288,389,여성,40대,Z03
3021,M824056265,389,여성,40대,Z04
3022,M772815498,389,남성,20대,Z10
3023,M553397592,389,여성,50대,Z16
3024,M475328272,389,여성,40대,Z17
3025,M075995202,389,여성,40대,Z10
3026,M788699575,389,여성,40대,Z10
3027,M545135785,389,남성,30대,Z10
3028,M384350622,388,남성,50대,Z17
3029,M554120467,388,남성,40대,Z10
3030,M411552255,388,여성,40대,Z07
3031,M595479077,388,남성,50대,Z17
3032,M862665463,388,남성,30대,Z17
3033,M910418637,388,여성,30대,Z11
3034,M721055562,388,남성,50대,Z10
3035,M055544793,388,여성,40대,Z17
3036,M439588751,388,여성,40대,Z10
3037,M491247957,388,남성,30대,Z01
3038,M313625515,388,여성,30대,Z13
3039,M532580719,387,여성,40대,Z10
3040,M802139949,387,남성,30대,Z11
3041,M652232872,387,여성,30대,Z17
3042,M594471457,387,남성,30대,Z10
3043,M064633450,387,여성,40대,Z05
3044,M269962301,387,여성,40대,Z10
3045,M251266546,387,여성,50대,Z10
3046,M686950104,387,여성,30대,Z10
3047,M602147571,386,남성,50대,Z11
3048,M397832945,386,남성,50대,Z16
3049,M349334435,386,여성,40대,Z17
3050,M601947266,386,여성,30대,Z10
3051,M853311431,386,여성,30대,Z16
3052,M358569376,386,여성,40대,Z06
3053,M686992522,386,여성,60대,Z17
3054,M697409960,386,여성,70대,Z15
3055,M840848074,386,남성,30대,Z04
3056,M605176091,386,남성,50대,Z15
3057,M605257842,386,여성,40대,Z10
3058,M203489906,385,여성,40대,Z10
3059,M274784815,385,여성,50대,Z17
3060,M497893313,385,여성,40대,Z05
3061,M003978013,385,여성,40대,Z10
3062,M679158172,385,여성,30대,Z14
3063,M832112008,385,남성,30대,Z10
3064,M816891261,385,여성,30대,Z11
3065,M862896678,385,여성,20대,Z12
3066,M747600188,385,여성,40대,Z10
3067,M377278701,385,여성,40대,Z14
3068,M679673683,385,남성,50대,Z17
3069,M839314638,385,여성,30대,Z06
3070,M958634395,385,여성,40대,Z10
3071,M088950270,385,남성,40대,Z01
3072,M658153901,385,여성,40대,Z17
3073,M631008892,385,여성,70대,Z11
3074,M376933165,385,여성,50대,Z15
3075,M374551711,385,여성,40대,Z10
3076,M507498685,385,여성,60대,Z10
3077,M380434639,384,여성,50대,Z16
3078,M846817629,384,여성,70대,Z10
3079,M393081927,384,남성,30대,Z09
3080,M172721734,384,남성,30대,Z10
3081,M794320727,384,여성,40대,Z17
3082,M209298130,384,여성,50대,Z17
3083,M312789398,384,여성,40대,Z17
3084,M422703909,384,여성,30대,Z04
3085,M326053153,384,여성,40대,Z04
3086,M781018115,384,여성,40대,Z09
3087,M446557163,384,남성,40대,Z08
3088,M295585333,384,남성,30대,Z10
3089,M620471308,384,남성,50대,Z13
3090,M614523125,384,여성,50대,Z10
3091,M594090124,384,여성,30대,Z17
3092,M323552275,384,여성,50대,Z17
3093,M527655805,384,여성,50대,Z17
3094,M963083405,384,남성,30대,Z17
3095,M355107325,384,여성,30대,Z17
3096,M952703046,384,여성,50대,Z14
3097,M307935082,383,여성,50대,Z17
3098,M311768185,383,여성,40대,Z11
3099,M667851349,383,남성,20대,Z17
3100,M626456315,383,여성,50대,Z11
3101,M676209199,383,남성,40대,Z10
3102,M382420858,383,여성,50대,Z10
3103,M949283462,383,여성,40대,Z08
3104,M377083956,383,여성,30대,Z11
3105,M755384503,383,여성,60대,Z17
3106,M995440313,383,여성,40대,Z17
3107,M821297998,383,여성,50대,Z17
3108,M077484049,383,여성,30대,Z10
3109,M009731870,383,여성,70대,Z17
3110,M959979580,382,여성,30대,Z17
3111,M547153897,382,여성,40대,Z16
3112,M859496243,382,남성,50대,Z10
3113,M476099863,382,여성,50대,Z10
3114,M024198905,382,여성,30대,Z16
3115,M132751346,382,여성,30대,Z16
3116,M765135428,382,여성,30대,Z17
3117,M101430405,382,여성,40대,Z03
3118,M021507456,382,여성,20대,Z17
3119,M136410141,382,여성,50대,Z09
3120,M233702094,382,여성,40대,Z12
3121,M318907428,382,여성,40대,Z14
3122,M701145280,382,여성,40대,Z16
3123,M340864347,382,여성,40대,Z17
3124,M010595795,382,남성,40대,Z09
3125,M124216142,382,여성,40대,Z17
3126,M339485629,382,여성,60대,Z07
3127,M613636647,382,여성,30대,Z03
3128,M110874532,381,여성,40대,Z10
3129,M039765618,381,남성,40대,Z11
3130,M666731318,381,남성,50대,Z08
3131,M152327694,381,여성,40대,Z13
3132,M144822523,381,여성,40대,Z04
3133,M904148115,381,여성,40대,Z10
3134,M372254913,381,여성,30대,Z17
3135,M083058080,381,여성,50대,Z17
3136,M190153102,381,여성,50대,Z10
3137,M932509044,381,여성,30대,Z04
3138,M255198571,381,남성,30대,Z09
3139,M123613767,380,여성,50대,Z01
3140,M620645836,380,여성,40대,Z03
3141,M193781384,380,여성,40대,Z14
3142,M064676860,380,남성,50대,Z15
3143,M998763652,380,여성,60대,Z10
3144,M545673489,380,남성,40대,Z17
3145,M875310630,380,여성,40대,Z10
3146,M842157353,380,여성,30대,Z16
3147,M241149666,380,여성,50대,Z10
3148,M405757484,380,여성,40대,Z17
3149,M249037492,380,남성,20대,Z06
3150,M302613827,379,여성,50대,Z10
3151,M803292560,379,남성,40대,Z17
3152,M275043421,379,여성,40대,Z13
3153,M518080046,379,여성,40대,Z17
3154,M664959583,379,여성,40대,Z11
3155,M274724844,379,여성,40대,Z13
3156,M547716867,379,여성,20대,Z10
3157,M734490140,379,남성,50대,Z08
3158,M295624942,379,남성,30대,Z16
3159,M482125514,379,남성,30대,Z10
3160,M996942448,379,여성,30대,Z17
3161,M933361873,379,여성,60대,Z11
3162,M854943065,379,남성,40대,Z10
3163,M839839942,379,여성,50대,Z16
3164,M842064814,379,여성,70대,Z17
3165,M027441945,379,여성,40대,Z10
3166,M382733804,378,여성,40대,Z10
3167,M441220640,378,남성,40대,Z10
3168,M839513526,378,여성,30대,Z04
3169,M096620499,378,남성,30대,Z03
3170,M235800164,378,여성,70대,Z13
3171,M215910524,378,남성,30대,Z10
3172,M985275834,378,남성,40대,Z10
3173,M055160346,378,여성,40대,Z10
3174,M666716396,378,남성,30대,Z17
3175,M818246284,378,남성,30대,Z17
3176,M478562434,378,남성,30대,Z10
3177,M964877863,378,남성,50대,Z17
3178,M489416351,378,남성,50대,Z10
3179,M915173007,378,여성,50대,Z17
3180,M913687595,378,여성,30대,Z10
3181,M595641820,378,여성,30대,Z17
3182,M359083399,378,남성,40대,Z17
3183,M597604338,378,여성,30대,Z10
3184,M620637742,378,여성,40대,Z10
3185,M629686422,378,여성,20대,Z17
3186,M746511709,377,남성,30대,Z05
3187,M388091860,377,여성,30대,Z06
3188,M263406446,377,여성,40대,Z10
3189,M016822877,377,여성,40대,Z17
3190,M546817789,377,여성,40대,Z16
3191,M539171862,377,여성,50대,Z05
3192,M060350786,377,여성,30대,Z11
3193,M733717234,377,남성,40대,Z15
3194,M006627098,377,여성,30대,Z17
3195,M409837832,377,여성,50대,Z10
3196,M005484498,377,여성,60대,Z11
3197,M426600632,377,여성,50대,Z13
3198,M832638053,377,남성,60대,Z10
3199,M030477840,376,여성,30대,Z16
3200,M218238453,376,남성,30대,Z04
3201,M071944846,376,남성,40대,Z04
3202,M137571225,376,남성,40대,Z12
3203,M689110471,376,남성,40대,Z17
3204,M894497184,376,여성,40대,Z10
3205,M418839314,376,남성,50대,Z06
3206,M389698076,376,여성,20대,Z05
3207,M709178023,376,여성,30대,Z10
3208,M193081753,376,남성,40대,Z10
3209,M719555682,376,여성,40대,Z13
3210,M284828230,376,여성,60대,Z16
3211,M506419952,375,여성,40대,Z06
3212,M847654493,375,남성,40대,Z10
3213,M523444857,375,여성,40대,Z17
3214,M586351858,375,여성,30대,Z13
3215,M364202602,375,여성,30대,Z01
3216,M084516911,375,여성,50대,Z17
3217,M795759079,375,여성,40대,Z15
3218,M565073937,375,여성,60대,Z16
3219,M029045391,375,남성,30대,Z17
3220,M626262164,375,여성,30대,Z14
