,cust,rct_no,ma_fem_dv,ages,zon_hlv
12648,M422216852,289.0,여성,30대,Z10
27113,M902422183,289.0,여성,60대,Z10
21936,M730124928,288.0,남성,40대,Z17
20997,M700347331,288.0,남성,40대,Z14
12693,M423541653,288.0,여성,30대,Z17
11551,M383524600,288.0,여성,40대,Z11
23152,M770040098,288.0,여성,30대,Z17
24470,M814349060,288.0,여성,50대,Z11
18597,M617975621,288.0,남성,40대,Z04
6406,M213023554,288.0,여성,60대,Z06
26934,M896295433,288.0,여성,50대,Z04
15097,M502216930,288.0,여성,40대,Z11
3192,M107709772,288.0,남성,50대,Z17
22760,M756183973,288.0,남성,30대,Z10
20114,M671509956,288.0,남성,50대,Z17
8545,M284400476,288.0,남성,50대,Z03
2062,M068426492,288.0,여성,30대,Z10
20915,M697839441,288.0,여성,50대,Z05
29292,M977958641,288.0,남성,30대,Z10
2067,M068649228,288.0,여성,30대,Z17
15889,M529745799,288.0,여성,30대,Z11
26983,M897728871,288.0,여성,40대,Z17
22707,M754825402,288.0,여성,30대,Z16
26056,M867954502,287.0,여성,40대,Z17
21381,M712235766,287.0,여성,40대,Z16
13780,M459949222,287.0,여성,50대,Z03
12580,M420261414,287.0,남성,40대,Z08
8258,M275460938,287.0,여성,40대,Z11
22231,M739046158,287.0,여성,50대,Z17
11742,M390010790,287.0,남성,50대,Z17
3306,M111353454,287.0,남성,30대,Z04
22836,M758879540,287.0,여성,40대,Z04
9135,M303316297,287.0,여성,60대,Z10
15730,M524314854,287.0,여성,30대,Z17
6157,M204854676,287.0,여성,70대,Z10
4690,M156626330,287.0,남성,60대,Z16
9551,M318589252,287.0,여성,50대,Z10
13694,M457421296,287.0,여성,30대,Z17
3818,M126995462,287.0,여성,50대,Z10
10997,M365491624,287.0,남성,50대,Z16
27073,M901041665,286.0,여성,30대,Z13
3224,M108893156,286.0,여성,60대,Z10
20265,M676438830,286.0,여성,20대,Z17
18527,M615860910,286.0,여성,60대,Z04
26612,M886185991,286.0,여성,40대,Z12
705,M023327832,286.0,여성,30대,Z12
21954,M730589105,286.0,여성,30대,Z10
18101,M602487851,286.0,여성,40대,Z17
9715,M323086466,286.0,여성,40대,Z10
1102,M036361504,286.0,여성,40대,Z10
12853,M428858332,286.0,여성,20대,Z16
20330,M678917216,286.0,여성,50대,Z10
22567,M750546803,286.0,여성,30대,Z10
5145,M170417647,286.0,남성,50대,Z15
17485,M582432217,286.0,여성,30대,Z10
19197,M637703037,286.0,여성,50대,Z10
21360,M711773109,286.0,남성,40대,Z11
19442,M646503875,286.0,여성,40대,Z16
12583,M420386552,286.0,남성,30대,Z17
17420,M580345074,286.0,여성,40대,Z10
5169,M171266822,285.0,남성,60대,Z10
16334,M543287054,285.0,여성,40대,Z10
2764,M093538704,285.0,여성,40대,Z14
28970,M966581535,285.0,남성,60대,Z10
26995,M898071799,285.0,여성,40대,Z11
28085,M935789254,285.0,남성,40대,Z16
824,M027194386,285.0,여성,40대,Z10
14060,M468961998,285.0,남성,20대,Z04
25169,M838234044,285.0,여성,50대,Z03
11055,M367568061,285.0,여성,40대,Z17
5872,M194858258,285.0,여성,40대,Z17
18563,M616989548,285.0,남성,30대,Z08
23065,M767193225,285.0,여성,30대,Z10
4901,M162842668,285.0,여성,70대,Z17
19596,M652409781,285.0,여성,40대,Z17
12404,M414144515,285.0,남성,20대,Z17
10522,M348452531,285.0,여성,50대,Z12
16084,M535365685,285.0,여성,40대,Z11
13156,M439565447,285.0,남성,40대,Z16
12313,M411305363,285.0,여성,40대,Z06
7890,M262824833,285.0,여성,40대,Z16
1177,M038749165,285.0,여성,40대,Z16
20127,M671933338,285.0,여성,50대,Z10
7412,M247040029,284.0,여성,40대,Z10
8139,M271092547,284.0,여성,60대,Z17
16205,M539432088,284.0,여성,40대,Z04
6766,M225523745,284.0,남성,30대,Z10
6605,M219976112,284.0,여성,30대,Z04
16603,M551962309,284.0,여성,50대,Z09
22993,M764361160,284.0,남성,30대,Z17
9149,M303939754,284.0,여성,20대,Z15
3388,M113733668,284.0,여성,40대,Z06
14271,M475992833,284.0,여성,40대,Z16
27292,M908535666,284.0,여성,50대,Z11
16790,M558050715,284.0,남성,50대,Z04
3039,M102841111,284.0,여성,30대,Z08
28256,M941343088,284.0,여성,40대,Z04
15156,M503976117,284.0,여성,30대,Z17
21530,M716749704,284.0,여성,50대,Z16
18779,M624779457,284.0,여성,40대,Z09
19431,M646085551,284.0,남성,50대,Z17
9320,M310415558,283.0,여성,40대,Z16
9364,M311982027,283.0,여성,50대,Z17
8481,M282182030,283.0,남성,30대,Z09
16214,M539601786,283.0,여성,40대,Z10
10701,M354640963,283.0,여성,20대,Z10
23191,M770924134,283.0,남성,40대,Z14
20217,M675032033,283.0,여성,30대,Z12
7919,M263800607,283.0,여성,40대,Z17
7472,M248898159,283.0,여성,40대,Z17
11045,M366985726,283.0,여성,30대,Z06
3438,M115154911,283.0,여성,30대,Z04
27012,M898682039,283.0,여성,30대,Z10
16004,M533020774,283.0,여성,50대,Z08
27381,M911741438,283.0,여성,40대,Z10
15005,M499221978,283.0,남성,40대,Z17
28690,M956887492,283.0,여성,40대,Z09
27362,M911032593,283.0,여성,40대,Z17
13486,M450697050,283.0,여성,40대,Z10
25971,M865390420,283.0,남성,40대,Z10
463,M015892198,283.0,여성,40대,Z16
28071,M935302519,283.0,여성,30대,Z15
2850,M096299146,283.0,여성,40대,Z04
22929,M762212006,282.0,여성,30대,Z10
28664,M955490545,282.0,여성,30대,Z01
11814,M392722404,282.0,남성,40대,Z11
15900,M530137878,282.0,여성,50대,Z17
2115,M070490129,282.0,남성,60대,Z12
2790,M094485419,282.0,여성,30대,Z10
24107,M801991664,282.0,여성,30대,Z15
6096,M202789183,282.0,남성,60대,Z17
18221,M606611428,282.0,여성,20대,Z08
963,M031700216,282.0,여성,40대,Z17
20614,M687655151,282.0,여성,50대,Z10
7974,M265390888,282.0,여성,40대,Z16
12684,M423154874,282.0,여성,40대,Z10
6460,M214950799,282.0,여성,30대,Z10
22604,M751675140,282.0,남성,40대,Z17
6464,M215097435,282.0,여성,40대,Z10
11710,M388786384,282.0,여성,30대,Z08
28082,M935692281,282.0,여성,40대,Z10
19886,M663565790,282.0,여성,40대,Z16
21133,M704473925,282.0,남성,30대,Z10
20704,M690777930,282.0,여성,70대,Z04
10209,M338525329,282.0,여성,50대,Z12
23954,M796408765,282.0,여성,70대,Z17
8813,M292313827,282.0,여성,40대,Z10
1920,M063954226,282.0,여성,40대,Z16
18591,M617801402,282.0,남성,40대,Z06
28129,M937037324,282.0,여성,40대,Z06
21963,M730856355,282.0,여성,40대,Z17
6554,M218261740,282.0,남성,30대,Z17
26881,M894686746,281.0,남성,40대,Z17
584,M019831429,281.0,남성,30대,Z17
1559,M051545666,281.0,여성,50대,Z17
25940,M864074447,281.0,여성,20대,Z16
17733,M590545597,281.0,여성,40대,Z10
29639,M990437540,281.0,여성,30대,Z10
11496,M381508423,281.0,여성,30대,Z07
18235,M606899441,281.0,남성,40대,Z16
18800,M625326761,281.0,여성,40대,Z13
29038,M969543185,281.0,남성,20대,Z17
14528,M484031885,281.0,여성,30대,Z10
15582,M519250627,281.0,남성,50대,Z10
794,M026446747,281.0,여성,40대,Z11
21872,M728103498,281.0,여성,50대,Z10
14428,M480800842,281.0,여성,30대,Z16
22699,M754615333,281.0,남성,30대,Z17
10518,M348276545,281.0,남성,50대,Z04
5345,M177425258,281.0,여성,70대,Z10
13825,M461267782,281.0,여성,50대,Z12
19119,M634979952,281.0,여성,40대,Z01
11555,M383841858,281.0,남성,50대,Z10
12407,M414435524,281.0,여성,50대,Z10
13928,M464808686,280.0,남성,40대,Z10
12053,M401366891,280.0,여성,40대,Z11
4653,M155646831,280.0,여성,50대,Z11
8662,M287587309,280.0,남성,30대,Z17
3461,M115908281,280.0,여성,30대,Z04
4339,M144878115,280.0,남성,40대,Z08
3610,M120891887,280.0,여성,30대,Z10
13196,M440863230,280.0,남성,40대,Z10
26889,M894994514,280.0,남성,40대,Z09
10503,M347773641,280.0,여성,30대,Z10
10232,M339304431,280.0,여성,60대,Z17
3689,M122949279,280.0,여성,30대,Z10
228,M008280181,280.0,여성,40대,Z10
28572,M952283949,280.0,여성,30대,Z17
3861,M128466450,280.0,남성,50대,Z10
6862,M228680412,280.0,남성,20대,Z10
18821,M625824535,280.0,여성,40대,Z10
19327,M642124411,279.0,여성,40대,Z04
14867,M494525392,279.0,여성,50대,Z10
13925,M464708880,279.0,여성,30대,Z17
5949,M197487422,279.0,여성,50대,Z10
7544,M251595790,279.0,여성,30대,Z17
17461,M581585838,279.0,남성,40대,Z10
46,M001729158,279.0,여성,40대,Z03
5777,M192209950,279.0,남성,30대,Z17
22664,M753673855,279.0,남성,40대,Z10
14344,M478167696,279.0,여성,50대,Z17
26653,M887743244,279.0,여성,30대,Z17
9580,M319444852,279.0,남성,50대,Z17
15663,M522319246,279.0,여성,40대,Z10
4950,M164251326,279.0,여성,30대,Z12
23941,M796071622,279.0,여성,20대,Z11
25938,M864016415,279.0,여성,30대,Z17
23969,M796814804,279.0,여성,50대,Z10
19667,M655500000,279.0,여성,30대,Z10
26319,M876382623,279.0,여성,60대,Z10
5154,M170680851,279.0,남성,20대,Z08
8055,M268142816,279.0,남성,40대,Z10
11002,M365728798,279.0,여성,40대,Z10
16892,M561539131,279.0,여성,40대,Z10
6879,M229309621,279.0,여성,50대,Z16
21413,M713172500,279.0,여성,40대,Z11
6178,M205630212,279.0,여성,40대,Z14
12286,M410487554,279.0,여성,50대,Z04
29679,M991513375,279.0,여성,60대,Z17
9363,M311910395,278.0,여성,30대,Z17
26198,M872919890,278.0,남성,70대,Z17
24641,M820460517,278.0,여성,20대,Z05
9336,M310879031,278.0,여성,50대,Z05
21170,M705506562,278.0,남성,60대,Z01
4120,M138115765,278.0,여성,30대,Z10
23687,M787732349,278.0,여성,50대,Z17
23094,M768103187,278.0,여성,30대,Z17
12466,M416281648,278.0,여성,30대,Z06
5570,M185675953,278.0,여성,50대,Z17
19025,M632435714,278.0,여성,50대,Z17
22717,M755035778,278.0,남성,50대,Z17
4108,M137603788,278.0,여성,20대,Z10
10095,M334924365,278.0,남성,60대,Z10
14625,M487159391,278.0,여성,40대,Z10
8412,M280112960,278.0,여성,40대,Z03
2784,M094251585,278.0,여성,30대,Z11
12300,M410974362,278.0,여성,60대,Z16
21355,M711596092,278.0,여성,40대,Z17
10480,M347112590,278.0,여성,30대,Z13
27136,M903412800,278.0,남성,40대,Z11
5292,M175403112,278.0,여성,60대,Z11
24690,M822413498,278.0,남성,40대,Z17
4265,M142699507,278.0,여성,20대,Z17
28201,M939559728,278.0,여성,20대,Z10
11469,M380608028,278.0,여성,30대,Z10
28722,M957986606,278.0,여성,30대,Z17
13762,M459245463,278.0,남성,60대,Z16
11471,M380669339,278.0,여성,40대,Z15
9921,M330039696,278.0,여성,30대,Z10
10542,M349167140,277.0,여성,60대,Z10
245,M008935564,277.0,여성,20대,Z04
7293,M243337331,277.0,여성,20대,Z11
2502,M083998893,277.0,여성,30대,Z17
27883,M929683710,277.0,여성,70대,Z10
3316,M111591198,277.0,여성,50대,Z17
28126,M936860328,277.0,여성,30대,Z06
24872,M828614680,277.0,여성,50대,Z15
27748,M924629648,277.0,여성,20대,Z15
28867,M963021831,277.0,남성,60대,Z17
4732,M157869465,277.0,여성,40대,Z04
28539,M951281925,277.0,여성,40대,Z10
5249,M174023898,277.0,여성,30대,Z10
1039,M034346877,277.0,남성,30대,Z04
22512,M748372107,277.0,남성,50대,Z14
18908,M628393270,277.0,여성,50대,Z06
23557,M783759215,277.0,여성,20대,Z17
23262,M773977093,277.0,여성,40대,Z10
44,M001714196,277.0,여성,40대,Z17
5655,M188389637,277.0,여성,40대,Z12
24185,M804484591,277.0,여성,60대,Z10
26457,M880940229,277.0,여성,40대,Z09
22756,M756098747,277.0,여성,40대,Z08
26323,M876597272,276.0,남성,30대,Z17
23637,M786008373,276.0,여성,40대,Z16
14897,M495601244,276.0,여성,50대,Z04
3235,M109384586,276.0,여성,30대,Z10
2130,M070868380,276.0,남성,50대,Z17
21484,M715188524,276.0,여성,50대,Z10
25613,M853425603,276.0,여성,40대,Z17
24733,M823667580,276.0,여성,20대,Z10
2233,M074669671,276.0,여성,30대,Z04
29841,M997113127,276.0,여성,30대,Z14
16189,M539012978,276.0,여성,40대,Z10
7474,M248951948,276.0,여성,30대,Z10
3583,M120257668,276.0,남성,50대,Z17
17059,M567238585,276.0,여성,40대,Z13
15762,M525239725,276.0,여성,30대,Z17
13432,M448779119,276.0,여성,50대,Z04
19759,M658723141,276.0,여성,40대,Z10
27023,M899056815,276.0,여성,40대,Z16
18366,M611441552,276.0,여성,40대,Z06
16443,M546609869,276.0,여성,50대,Z17
4094,M137138524,276.0,남성,50대,Z17
4752,M158501089,276.0,여성,30대,Z08
5619,M187531769,276.0,여성,40대,Z10
24532,M816996498,276.0,여성,40대,Z17
13257,M442510198,276.0,여성,50대,Z17
28037,M934362391,276.0,여성,40대,Z10
17642,M587722213,276.0,여성,30대,Z17
17955,M598135716,276.0,여성,40대,Z17
12383,M413298874,276.0,여성,50대,Z06
11275,M374697252,276.0,남성,30대,Z16
8282,M276116062,276.0,여성,40대,Z10
22467,M746894694,276.0,남성,40대,Z14
2679,M089914432,276.0,남성,40대,Z10
27518,M915795380,275.0,여성,30대,Z11
21843,M726805455,275.0,여성,40대,Z06
29238,M976178251,275.0,여성,50대,Z01
17503,M583267601,275.0,여성,30대,Z10
25069,M834980149,275.0,여성,40대,Z15
17141,M569994431,275.0,여성,50대,Z17
24795,M825753792,275.0,여성,20대,Z17
10197,M338274657,275.0,여성,20대,Z10
21837,M726555942,275.0,남성,40대,Z17
4222,M141218673,275.0,여성,50대,Z17
24432,M813103631,275.0,남성,30대,Z11
21810,M725647893,275.0,남성,20대,Z13
18208,M606044421,275.0,남성,40대,Z17
10418,M345452157,275.0,여성,40대,Z16
13962,M465808596,275.0,여성,40대,Z17
13249,M442329746,275.0,여성,40대,Z07
2800,M094765486,275.0,남성,30대,Z17
13823,M461141788,275.0,여성,40대,Z17
3367,M112984951,275.0,남성,30대,Z16
10363,M343601809,275.0,남성,30대,Z16
5039,M167004053,275.0,여성,50대,Z10
9285,M309252490,275.0,여성,50대,Z10
17505,M583359371,275.0,남성,40대,Z09
2459,M082722148,275.0,남성,30대,Z10
596,M020192002,275.0,남성,30대,Z17
6858,M228508070,275.0,남성,40대,Z16
12424,M414877624,275.0,여성,40대,Z10
13027,M434838610,275.0,여성,50대,Z16
13979,M466377864,275.0,여성,50대,Z17
3171,M106952331,275.0,여성,30대,Z11
23699,M788228023,274.0,여성,40대,Z17
16318,M542775436,274.0,여성,30대,Z08
13598,M454835175,274.0,남성,60대,Z16
21653,M720799046,274.0,남성,40대,Z14
24916,M830171282,274.0,여성,30대,Z12
24045,M799887015,274.0,여성,40대,Z10
9209,M306514919,274.0,여성,60대,Z17
12714,M424230942,274.0,여성,60대,Z02
2689,M090162939,274.0,여성,30대,Z09
19181,M637011856,274.0,여성,30대,Z10
29599,M989011648,274.0,여성,40대,Z17
20999,M700370021,274.0,여성,40대,Z04
5907,M196296887,274.0,여성,40대,Z17
20489,M683234423,274.0,여성,40대,Z13
11721,M389353873,274.0,여성,40대,Z17
7111,M238012186,274.0,여성,20대,Z16
18760,M624415224,274.0,남성,30대,Z10
19706,M656797466,274.0,여성,50대,Z03
24577,M818460230,274.0,남성,40대,Z13
25590,M852690697,274.0,남성,60대,Z10
6623,M220530088,274.0,여성,30대,Z10
2977,M100322053,274.0,여성,60대,Z17
1137,M037548474,274.0,여성,40대,Z10
4300,M143779896,274.0,여성,50대,Z17
9177,M304989565,273.0,여성,40대,Z15
16718,M555708929,273.0,여성,40대,Z17
12883,M430096466,273.0,여성,30대,Z11
16269,M541250928,273.0,여성,50대,Z17
26403,M879094374,273.0,여성,50대,Z10
17401,M579534856,273.0,여성,50대,Z17
2205,M073769237,273.0,남성,50대,Z17
25099,M836111420,273.0,여성,40대,Z12
2611,M087988124,273.0,남성,50대,Z14
28798,M960870030,273.0,여성,40대,Z16
27194,M905391228,273.0,남성,40대,Z05
1438,M047743660,273.0,남성,30대,Z09
28440,M947827140,273.0,여성,60대,Z17
660,M021920032,273.0,남성,60대,Z10
11522,M382464496,273.0,여성,40대,Z09
21502,M715777960,273.0,여성,40대,Z17
6551,M218094063,273.0,남성,30대,Z10
25498,M849016847,273.0,여성,60대,Z15
15217,M506113265,273.0,여성,50대,Z10
7104,M237864834,272.0,여성,30대,Z14
10382,M344167920,272.0,여성,30대,Z04
17180,M571611111,272.0,여성,50대,Z17
6334,M210456142,272.0,남성,50대,Z17
13630,M455637666,272.0,여성,40대,Z11
28481,M949574058,272.0,여성,40대,Z10
7736,M257697608,272.0,남성,40대,Z10
22388,M744167479,272.0,남성,40대,Z10
1069,M035450677,272.0,여성,40대,Z05
20110,M671352433,272.0,여성,50대,Z04
26169,M871844921,272.0,여성,30대,Z10
28167,M938428258,272.0,여성,60대,Z10
7938,M264127076,272.0,여성,30대,Z10
16356,M543864379,272.0,여성,50대,Z16
11068,M367955928,272.0,남성,30대,Z10
12054,M401387324,272.0,여성,50대,Z01
28489,M949748477,272.0,여성,30대,Z11
26378,M878280800,272.0,여성,40대,Z16
3620,M121054796,272.0,여성,50대,Z16
4818,M160419852,272.0,남성,40대,Z04
28883,M963421678,271.0,여성,30대,Z07
6765,M225514529,271.0,남성,50대,Z17
6102,M202952355,271.0,여성,30대,Z03
23167,M770384649,271.0,남성,50대,Z12
6525,M216978877,271.0,여성,30대,Z17
22039,M732454229,271.0,여성,40대,Z06
10987,M365298837,271.0,여성,40대,Z17
3646,M121785191,271.0,남성,40대,Z09
17335,M577119406,271.0,여성,40대,Z13
5515,M184066751,271.0,남성,60대,Z01
10734,M355649173,271.0,여성,70대,Z17
14465,M481734389,271.0,남성,30대,Z17
24732,M823663278,271.0,여성,60대,Z17
9418,M313778977,271.0,여성,40대,Z17
20804,M694253555,271.0,남성,50대,Z11
9401,M313325679,271.0,남성,40대,Z10
2066,M068633282,271.0,여성,30대,Z08
25823,M860303873,271.0,여성,50대,Z10
10740,M355989369,270.0,남성,50대,Z14
12438,M415426555,270.0,여성,40대,Z11
19798,M660007233,270.0,남성,30대,Z16
20992,M700277358,270.0,여성,30대,Z15
5306,M175909618,270.0,남성,40대,Z06
22029,M732230742,270.0,여성,40대,Z11
6966,M232688213,270.0,여성,60대,Z10
1941,M064449266,270.0,여성,40대,Z17
3801,M126484038,270.0,여성,30대,Z01
12771,M425790187,270.0,여성,30대,Z10
12332,M411977469,270.0,여성,40대,Z10
27911,M930672813,270.0,남성,40대,Z17
16135,M536853719,270.0,여성,20대,Z10
2718,M091734165,270.0,여성,30대,Z04
16805,M558464719,270.0,여성,50대,Z17
17131,M569661572,270.0,여성,50대,Z17
12345,M412307034,270.0,여성,40대,Z01
4263,M142584421,270.0,남성,30대,Z05
17774,M591942182,270.0,여성,40대,Z10
16976,M564821952,270.0,여성,40대,Z17
19714,M657022413,270.0,여성,70대,Z17
24849,M827795972,270.0,여성,40대,Z04
27726,M923995511,270.0,여성,40대,Z11
15256,M507207624,270.0,여성,40대,Z04
2448,M082323914,270.0,남성,40대,Z16
15470,M515025806,270.0,여성,60대,Z17
16390,M544735899,270.0,여성,70대,Z16
3913,M130292394,270.0,여성,40대,Z10
9156,M304292286,270.0,남성,30대,Z12
6918,M230976524,270.0,남성,50대,Z04
14895,M495556514,270.0,남성,40대,Z17
26666,M888167499,270.0,여성,40대,Z17
19875,M663114082,270.0,여성,50대,Z03
22178,M737402007,269.0,남성,40대,Z06
14051,M468739671,269.0,남성,50대,Z06
16950,M563665889,269.0,남성,30대,Z04
14283,M476382560,269.0,여성,40대,Z10
12049,M401266932,269.0,여성,40대,Z06
25805,M859631754,269.0,남성,30대,Z10
7106,M237884202,269.0,여성,40대,Z10
22916,M761742977,269.0,여성,40대,Z04
18787,M624953758,269.0,여성,20대,Z10
29013,M968320958,269.0,여성,20대,Z04
7912,M263508871,269.0,남성,40대,Z17
27919,M930861725,269.0,여성,40대,Z10
11511,M382050927,269.0,여성,40대,Z11
27813,M927074609,269.0,여성,40대,Z17
9764,M324778650,269.0,여성,50대,Z16
13041,M435503403,269.0,남성,50대,Z13
8300,M276738203,269.0,남성,40대,Z11
17002,M565610744,269.0,여성,50대,Z10
23606,M785239695,269.0,여성,60대,Z10
26132,M870458681,269.0,남성,40대,Z11
916,M030195680,269.0,여성,40대,Z17
16554,M550437501,269.0,남성,60대,Z10
28274,M942158845,269.0,여성,40대,Z04
24218,M805583559,269.0,남성,60대,Z13
2495,M083774716,269.0,여성,50대,Z17
7898,M263136674,268.0,남성,20대,Z14
115,M004593982,268.0,여성,20대,Z16
25284,M841582584,268.0,남성,40대,Z11
5595,M186570619,268.0,여성,30대,Z04
26597,M885672661,268.0,여성,20대,Z08
13396,M447422143,268.0,여성,40대,Z15
6243,M207501006,268.0,여성,40대,Z01
26982,M897724199,268.0,여성,40대,Z12
21829,M726323802,268.0,여성,40대,Z17
13412,M447940258,268.0,남성,40대,Z16
18982,M630890056,268.0,여성,30대,Z11
3035,M102536951,268.0,여성,20대,Z10
8385,M279351636,268.0,여성,50대,Z17
14091,M470113782,268.0,여성,40대,Z17
11348,M376740246,268.0,여성,30대,Z10
15965,M531768765,268.0,여성,30대,Z13
1897,M063107810,268.0,여성,40대,Z17
12983,M433403084,268.0,여성,50대,Z16
25639,M854337279,268.0,남성,40대,Z10
17462,M581613881,268.0,여성,40대,Z17
6962,M232573809,268.0,남성,30대,Z10
491,M016803268,268.0,여성,50대,Z09
11556,M383853611,268.0,여성,20대,Z17
10154,M336840929,268.0,남성,40대,Z10
27128,M903188962,268.0,여성,50대,Z17
28549,M951524200,268.0,여성,30대,Z17
22912,M761585528,267.0,여성,50대,Z10
11276,M374731650,267.0,여성,40대,Z17
1437,M047678783,267.0,남성,30대,Z10
780,M025928303,267.0,남성,30대,Z17
26118,M869985436,267.0,남성,40대,Z16
7336,M244475238,267.0,여성,40대,Z06
21590,M718767719,267.0,여성,40대,Z10
12527,M418245392,267.0,남성,40대,Z16
10589,M350725409,267.0,여성,50대,Z08
19992,M667231040,267.0,여성,40대,Z17
4116,M138020683,267.0,여성,20대,Z01
10399,M344903307,267.0,여성,40대,Z17
10918,M361924234,267.0,여성,60대,Z16
23220,M772467489,267.0,남성,30대,Z17
13284,M443406632,267.0,여성,50대,Z17
14631,M487276361,267.0,남성,40대,Z16
8983,M298236890,267.0,여성,30대,Z10
13995,M466759314,267.0,여성,30대,Z16
1963,M065151598,267.0,여성,40대,Z16
15837,M527846494,267.0,여성,30대,Z17
12594,M420697531,267.0,남성,40대,Z10
5364,M178406713,267.0,남성,40대,Z10
13565,M453607684,266.0,여성,50대,Z06
28086,M935795825,266.0,여성,30대,Z10
27117,M902657894,266.0,여성,30대,Z06
9789,M325773400,266.0,남성,40대,Z17
28507,M950328003,266.0,여성,30대,Z13
28234,M940678331,266.0,여성,30대,Z03
7168,M239708244,266.0,여성,40대,Z17
19183,M637139074,266.0,여성,50대,Z05
26295,M875924189,266.0,여성,40대,Z04
17863,M594891035,266.0,여성,50대,Z13
25783,M859010126,266.0,남성,30대,Z17
5001,M166096695,266.0,여성,60대,Z13
13093,M437664632,266.0,여성,30대,Z11
21742,M723736532,266.0,여성,30대,Z10
17011,M565861207,266.0,여성,40대,Z10
10731,M355491629,266.0,남성,40대,Z17
13877,M463185803,266.0,여성,30대,Z08
17721,M590177102,266.0,여성,50대,Z10
10628,M352111262,266.0,여성,40대,Z04
29870,M998346579,266.0,남성,40대,Z10
16424,M546022803,266.0,남성,60대,Z17
573,M019435246,266.0,여성,60대,Z13
4675,M156382433,266.0,여성,20대,Z10
19762,M658746389,266.0,여성,50대,Z17
2830,M095614782,265.0,여성,50대,Z17
27505,M915235489,265.0,남성,50대,Z10
8713,M289562507,265.0,여성,60대,Z10
11366,M377260865,265.0,여성,30대,Z17
26044,M867635212,265.0,여성,40대,Z10
15036,M500347920,265.0,여성,50대,Z06
22112,M735207564,265.0,여성,40대,Z17
8508,M283035878,265.0,남성,30대,Z16
26230,M873837852,265.0,여성,40대,Z09
10483,M347139064,265.0,여성,50대,Z17
24123,M802517135,265.0,여성,30대,Z14
8284,M276148583,265.0,남성,50대,Z06
8931,M295962908,265.0,여성,30대,Z03
23068,M767267937,265.0,여성,20대,Z13
2309,M077576357,265.0,여성,50대,Z10
19570,M651471335,265.0,남성,40대,Z10
15001,M499171705,265.0,여성,40대,Z17
16705,M555162156,265.0,남성,30대,Z04
7582,M253048626,265.0,여성,40대,Z16
3796,M126278925,265.0,남성,60대,Z17
21470,M714660518,265.0,여성,50대,Z10
4031,M134611596,265.0,여성,50대,Z10
12777,M426037004,264.0,여성,50대,Z10
10322,M342324356,264.0,여성,40대,Z10
14129,M471229769,264.0,여성,50대,Z04
2526,M084859517,264.0,여성,30대,Z10
14384,M479242039,264.0,여성,40대,Z17
4386,M146517719,264.0,남성,50대,Z16
2447,M082305030,264.0,여성,40대,Z17
1418,M047262601,264.0,여성,40대,Z10
17680,M588948065,264.0,남성,40대,Z07
22725,M755243717,264.0,여성,30대,Z11
18918,M628812932,264.0,여성,40대,Z11
4173,M139561784,264.0,여성,30대,Z10
18614,M618540405,264.0,여성,30대,Z10
21393,M712507980,264.0,여성,30대,Z17
23165,M770365452,264.0,여성,40대,Z04
6744,M224561870,264.0,여성,40대,Z15
25511,M849484521,264.0,여성,50대,Z10
19585,M651874163,264.0,여성,40대,Z04
27550,M916894384,264.0,남성,30대,Z17
21579,M718447992,264.0,여성,50대,Z03
8417,M280250168,264.0,여성,30대,Z17
12765,M425702166,264.0,남성,40대,Z10
15710,M523614593,264.0,남성,20대,Z11
19487,M647996823,264.0,여성,40대,Z16
29755,M994192650,263.0,여성,40대,Z10
26668,M888188632,263.0,남성,50대,Z10
6252,M207839596,263.0,여성,40대,Z17
7083,M237105833,263.0,남성,40대,Z10
14767,M491270266,263.0,여성,50대,Z10
6433,M213927353,263.0,여성,50대,Z05
157,M005951417,263.0,여성,30대,Z10
28397,M946416486,263.0,남성,60대,Z12
24590,M818974278,263.0,여성,50대,Z17
24238,M806197053,263.0,남성,40대,Z10
7046,M235856909,263.0,여성,60대,Z01
21187,M706053539,263.0,여성,30대,Z05
27391,M912078465,263.0,여성,70대,Z16
27784,M925690276,263.0,남성,60대,Z04
11296,M375462281,263.0,남성,60대,Z13
3885,M129439481,263.0,여성,30대,Z10
22714,M754959773,263.0,남성,60대,Z15
16372,M544119374,263.0,여성,50대,Z10
13391,M447307468,263.0,남성,40대,Z10
12895,M430388613,263.0,여성,40대,Z10
5568,M185661574,263.0,여성,60대,Z16
2180,M072865783,263.0,남성,40대,Z10
14960,M497981591,263.0,여성,50대,Z06
8399,M279811804,263.0,남성,30대,Z10
9203,M305938369,263.0,여성,40대,Z16
13626,M455526089,263.0,여성,30대,Z10
13803,M460688479,263.0,여성,30대,Z04
3602,M120733271,263.0,여성,40대,Z10
4888,M162651503,263.0,여성,20대,Z17
20244,M675781563,263.0,여성,40대,Z04
24131,M802719405,263.0,여성,20대,Z17
8243,M275003121,262.0,여성,30대,Z10
11450,M380031738,262.0,여성,30대,Z11
7443,M247905519,262.0,남성,60대,Z17
19067,M633563469,262.0,여성,30대,Z10
22044,M732553737,262.0,여성,50대,Z10
17490,M582765356,262.0,여성,50대,Z04
26293,M875897947,262.0,여성,40대,Z10
22337,M742158325,262.0,여성,20대,Z10
4268,M142834319,262.0,남성,30대,Z17
21350,M711487915,262.0,여성,30대,Z10
4829,M160734889,262.0,여성,40대,Z10
15941,M531113129,262.0,남성,60대,Z15
